result,number_of_fixations
8.737654046444087,12
8.74425574459716,11
8.758171113937186,11
8.75973542556859,11
8.764288021569824,11
8.767305442081021,11
8.7712821507637,11
8.772273879254213,12
8.780338714190965,13
8.78855250653534,13
8.789250117700194,12
8.789801861601386,11
8.797106448159369,12
8.807343280180211,13
8.811779142105843,13
8.830718449062127,13
8.848624536243836,14
8.857530808264482,14
8.862077844356207,14
8.8660559613498,15
8.867173705395203,16
8.87296497261244,16
8.879832787553058,16
8.886698139574813,16
8.89165635348427,16
8.908210697834612,16
8.920393050503282,16
8.930546861791079,16
8.933770714340515,16
8.934631535301703,15
8.937444077741207,14
8.944541541744861,15
8.946079820999225,16
8.948007122611754,16
8.968490336942844,16
8.971219795480021,15
8.974160139013168,16
8.984691129844396,16
8.988534219161348,15
9.01031143047314,14
9.011707362208545,14
9.022656997956101,13
9.030033406756795,13
9.044148762993926,13
9.044879971307367,13
9.050079921786306,12
9.050813253360655,12
9.058043175389471,13
9.071566190257103,13
9.08171726331777,13
9.089728439683372,13
9.090856737604264,14
9.102176332158288,15
9.109440562455768,15
9.113203575126064,15
9.1163760827392,16
9.11719578770972,15
9.11915049331002,15
9.131207303201931,15
9.13139991058709,14
9.132161173085441,13
9.134116639568665,13
9.145583232101016,13
9.145810656856066,13
9.151621839848007,12
9.159931738951792,12
9.160395753575987,12
9.168217934765732,11
9.170615188394741,11
9.170955284474498,11
9.17674852230111,10
9.181698409472938,11
9.188301959192918,11
9.189552926164922,12
9.195027660087163,12
9.199442146555503,11
9.199990029909785,10
9.20128002568887,10
9.201836997153727,10
9.203075424683961,10
9.20508472845029,10
9.207893871341408,10
9.207910029662655,10
9.230130094742202,10
9.241590716295935,9
9.243263978850763,9
9.246781272964812,9
9.25762917778097,10
9.27973639729777,9
9.285433434294998,8
9.29143329014769,8
9.293397126635899,8
9.296833731790159,9
9.320956191402763,9
9.331850055116531,9
9.340053114461151,9
9.340244212342618,10
9.342366190851829,10
9.34760802513579,11
9.351849723204543,11
9.368697326430196,11
9.377215468426193,10
9.380134646873465,11
9.395332440935839,12
9.40235175376651,13
9.40489983230425,13
9.408329599635259,13
9.408778112817304,13
9.410087196895871,12
9.411239011346838,13
9.412901900495973,12
9.420878927961384,12
9.423343252537435,11
9.426188561578986,10
9.429083304449945,9
9.459216825653867,9
9.469892909638347,9
9.496206005381616,9
9.4967009440127,9
9.498419287042454,10
9.519778716817543,10
9.52486156297369,10
9.53984438165358,10
9.549031574681383,10
9.550366287572055,10
9.578591110863883,10
9.609882848406007,10
9.615943090017444,11
9.62551310356773,10
9.637339952327533,11
9.646159107011288,12
9.648255662710037,12
9.655182042712584,12
9.661642332265611,12
9.66369833622423,12
9.669227778203952,12
9.669325673671924,13
9.670187608799262,12
9.675293599714562,12
9.67593309033706,13
9.677768063387862,14
9.68336831059002,14
9.68413528790345,13
9.690703530795112,13
9.696615388989951,14
9.710004850920397,14
9.714317536572993,14
9.719463537212878,13
9.724165873697768,13
9.732894877909702,12
9.740972335789289,12
9.754976066948654,12
9.75587385496076,11
9.758296147621884,11
9.763135694748206,11
9.766586922644063,11
9.773225559117453,11
9.786390856513787,11
9.80077162361022,11
9.815505061921241,10
9.828142752237623,9
9.831336721442323,10
9.834003566742131,9
9.836923259477615,9
9.843258882055864,10
9.84425059950471,10
9.848018909363356,10
9.848224145843773,11
9.848225254437471,10
9.848519262978714,10
9.854912402164782,10
9.882949161773952,11
9.892296727583963,12
9.904792384546335,13
9.911112221242522,13
9.91196167618335,14
9.922793823179179,14
9.935856455234287,14
9.938579892434726,13
9.946796675092537,13
9.949406927062581,12
9.958659854092458,12
9.962848666107305,12
9.965999259933481,12
9.967585800481379,12
9.990297792897108,12
9.994839646709297,12
10.001957500509643,11
10.002869699806954,10
10.00324401478497,11
10.004085007184363,12
10.018345267933395,13
10.029405331831377,13
10.048477557679137,12
10.05180374532162,13
10.058159117891519,13
10.062756772486964,13
10.088125973127916,12
10.088397703637515,13
10.088867692978607,14
10.089017657765401,14
10.093550432639992,14
10.09361214474109,14
10.098951225049836,15
10.101133266739339,16
10.101314801140123,15
10.106688135059837,14
10.109621394551874,14
10.113198067793308,13
10.130287927120854,13
10.132898340249403,13
10.133330693201959,14
10.135427377793265,14
10.137469795320564,14
10.141765348878064,14
10.150503956520273,13
10.154113986057036,13
10.162066678295744,12
10.16311423412414,13
10.174355689971575,13
10.174844042214282,12
10.183786923867665,12
10.193117863005556,11
10.195181521378437,10
10.235352061675728,10
10.237236435459906,11
10.23883336714289,12
10.245265479751218,12
10.24776383238993,11
10.264643183425429,11
10.274205870187505,11
10.281963080896643,11
10.295226510538296,12
10.344347921756485,12
10.347090554961731,13
10.363274777876262,13
10.374580233320225,13
10.375009298351777,13
10.384185302519416,14
10.387404186818124,15
10.388753096872994,14
10.414655667732413,14
10.41774605502486,13
10.420300121593447,13
10.435904092997744,12
10.441102142608727,11
10.458014271267166,11
10.459298721574172,12
10.471896875505065,12
10.472779397241709,11
10.478456667897898,12
10.479243626610536,12
10.484294875978854,13
10.490859843593345,13
10.490949166444315,12
10.492441762186255,11
10.50307903864029,11
10.515627344734703,11
10.525728129867954,10
10.53541946066029,10
10.555440462852806,9
10.564821730938396,9
10.578566747107834,9
10.583945567386408,9
10.59041074712183,9
10.601203368169267,9
10.626279021770094,8
10.658115497186714,9
10.663148114641908,8
10.667639416688278,9
10.668981705661697,8
10.674546170865103,8
10.67713229617019,8
10.688885716772655,8
10.696264382354487,9
10.703057647885535,8
10.71335329536304,7
10.75319128592249,8
10.773893139718849,8
10.77531969126352,9
10.806388223598972,9
10.84451875997595,8
10.860664004937021,8
10.870662019685348,8
10.894049997836767,8
10.908615404506767,8
10.916806857177725,8
10.931651178349513,8
10.945050148563524,9
10.953079140343558,9
10.965576020816576,9
10.974898640610276,10
10.981642982825521,9
10.987128629325635,8
10.994101481403927,9
10.997656949702492,8
11.009166484142566,8
11.015629387874807,9
11.023503720573947,9
11.027725939871923,10
11.029758356537362,11
11.061612370770785,11
11.068964538550707,11
11.071121346994152,11
11.074923439997834,10
11.074930837869557,11
11.07948629712581,10
11.103559131437333,10
11.10427407075806,9
11.107721112359137,8
11.110768007946547,8
11.112889085155507,7
11.118887846274134,7
11.145729334678027,7
11.147210285027395,6
11.167509605819417,6
11.181948444437113,6
11.21103944672443,5
11.225379652057999,5
11.25803691938305,6
11.262149591643809,6
11.306509113984053,7
11.307781835740165,7
11.318859726099166,8
11.328018568043772,8
11.333663922565503,8
11.350678406969637,7
11.382518394779819,7
11.387670522408667,7
11.392359158787428,7
11.410812118294798,6
11.425396255139287,7
11.42688029791287,6
11.431777612087664,6
11.501957319736288,5
11.56946624905523,5
11.572655542341142,4
11.636669768891565,3
12.23433718859028,3
12.250191846800623,3
12.267388038171644,4
12.28759911199648,4
12.361669853948383,5
12.391680057209319,6
12.39835301159615,6
12.455465769889653,6
12.501285696825477,6
12.607531488804833,7
12.620190521946222,7
12.681483767603549,6
12.71980572697225,6
12.72141235734266,6
12.736729230096843,5
12.759223278149031,4
12.823263450256766,4
12.870390377897118,4
12.950838398608102,4
12.956160723809226,4
13.070823253401976,4
13.081194716142031,4
13.160299655857166,5
13.174299802829308,4
13.180004119490642,5
13.258757764118094,5
13.286315097762337,5
13.286468722114208,5
13.303357784494782,5
13.324811489352046,5
13.33826280483506,6
13.37454836979128,7
13.378893217662851,7
13.411104908305294,7
13.426997513079561,6
13.476840304526599,5
13.526476934952587,4
13.581980084233686,3
13.916643226157596,3
13.988037272646759,4
14.213955115143335,3
14.305879426353941,3
14.374631969250489,3
14.435384720055511,4
14.567389025647495,3
14.972229693138702,3
15.010270852089898,3
15.068252027421657,3
15.136822611428421,4
15.146240225088938,5
15.154987295871091,5
15.159996588459313,5
15.199107476722759,5
15.280017643098484,6
15.287834509707087,5
15.361637297492868,4
15.36604967867254,5
15.37334925419014,5
15.37378861249634,4
15.431068523946161,4
15.49080815167291,4
15.652428950065882,3
15.713508095448484,2
15.732109973608365,3
15.75304170789951,3
15.924437163642557,2
15.94031720585584,3
16.06412572325073,2
17.14597634456997,2
22.398749417233656,2
24.31316005634459,2
26.650098692936954,2
26.772913466102114,3
29.284895136744904,2
29.323000390618095,2
29.492916763479386,2
29.52627412396322,2
29.624451056705922,3
29.639769255272856,3
30.01334765527175,2
30.124320195875764,2
30.418788391042405,2
30.43757590329067,3
30.483708756769076,3
30.576422992702373,2
30.790119091898017,2
30.793231530250818,3
30.849040521553448,3
30.86376528242041,3
30.900456244433816,3
30.92839206880713,3
31.046235709743385,4
31.054879070715923,4
31.084382835897596,4
31.269155271814565,3
31.718348957072077,3
32.05575976637946,3
32.73329419400777,3
32.77316218844721,3
32.97495252109083,3
33.10056393260141,3
33.37028280183168,3
33.598700171619654,3
33.653919242091185,4
33.69667166969096,3
34.59369831462762,2
34.64386936471082,3
51.866173769336754,2
52.06059443520452,3
53.43959842300983,2
53.57274811736244,2
54.410092519920454,2
54.45652180538343,3
55.21502216938461,3
55.22601527156112,4
55.329183531006585,4
55.35141016468812,4
55.3786478586738,4
55.37987132807798,4
55.435655532449985,4
55.45145344659415,4
55.51669517973587,4
55.54149837594083,4
55.55403168537297,5
55.557763864601974,4
55.62149868517824,4
55.6223032940513,4
55.62997321360759,5
55.67216639008537,4
55.71087793500369,3
55.76675188020188,3
55.816394619267314,3
55.99877186745627,2
56.14730788065832,2
56.594471753870195,2
56.6628739105282,2
56.699845842480926,3
56.72281300796584,3
56.72564042155389,3
56.74541914377434,3
56.90891436500444,2
59.25004334143579,2
59.345594786190006,3
63.29767496140627,2
64.8318565619196,2
68.87879593399293,2
71.20112373089283,2
71.39448063333313,2
71.49662037898761,3
71.61578721771878,3
71.64121354346803,3
71.7289250294431,3
74.68176447581418,2
75.41976314741382,2
75.45227419273326,2
75.59760860276721,3
75.60154824594026,3
75.63527916177182,4
75.79337173386725,3
75.93747505675387,3
75.97348991132237,3
75.97821415658646,3
76.01837462255268,3
76.04713676132148,3
76.09806660156279,3
76.51277348032829,2
76.6253284937292,2
76.82435080791512,2
